"","X","PC_outcome","DistName","RUC.code","Pop..2020","Change_2010.20_pct","total_poverty_percent","child_poverty_percent","Percent_college_grads_county_19","unemployment_2019","unemployment_2020","pct_state_median_HH_income","Enrollment","FreeElig_mean","RedcEligQty_mean","PaidEligQty_mean","abuse_neglect_investigations","DISTRICT.CUMULATIVE.YEAR.END.ENROLLMENT","DISTRICT.DISCIPLINE.RECORD.COUNT","X05.OUT.OF.SCHOOL.SUSPENSION","X06.IN.SCHOOL.SUSPENSION","Charter","n_students","st_pct_black","st_pct_hisp","st_pct_white","st_pct_native","st_pct_asian","st_pct_pac","st_pct_mult","st_pct_ecodis","st_pct_englishlearners","st_pct_speced","st_pct_bilingual","st_pct_careertech","st_pct_gifted","tot_staff_fte","tot_teach_fte","staff_pct_centraladmin","staff_pct_schooladmin","staff_pct_profsupport","staff_pct_teach","staff_pct_educaides","staff_pct_aux","avg_salary_central","avg_salary_school","avg_salary_prof","avg_salary_teach","staff_pct_minority","stud_teach_ratio","teach_pct_5underexp","teach_avgexp","teach_pct_advdegrees","teach_turnover_rate","teach_pct_black","teach_pct_hisp","teach_pct_white","teach_pct_native","teach_pct_asian","teach_pct_pac","teach_pct_mult","teach_pct_reged","teach_pct_speced","teach_pct_compeduc","teach_pct_esl","taxable_value_per_student_17","local_tax_rate_18","tot_operating_reevenue","rev_pct_state","rev_pct_local","rev_pct_fed","tot_other_rev","fund_balance","net_assets_charter","tot_expend_1819","tot_opexpend_per_student","exp_pct_basiced","exp_pect_speced","exp_pct_state","exp_pct_esl","exp_pct_cartecheduc","exp_pct_gifted","exp_pct_athletics","exp_pct_hsallotment","exp_pct_kinder","exp_pct_na","ani_per_stu","st_pct_minority","teach_pct_minority","st_to_teach_minority","lin_resid"
"826",826,-0.507783809006547,"SABINAL ISD",6,24564,-7,19.8,29.9,17.9,3.8,6.4,69.8,184.875,0.000784219883567766,1.06638548214273e-05,0.000151426738464268,0,464,0.282805429864253,0.0271493212669683,0.165158371040724,0,442,0,83,16.3,0,0,0,0.7,65.8,4.5,15.2,4.5,31,8.1,78.7,37.9,3.8,2.7,5.1,48.2,11.3,28.9,101314,84036,49875,47502,60.5,11.7,41.9,11.4,18.2,30,2.6,44.5,52.9,0,0,0,0,77.8,7.8,8.3,0,724523,1.07,16344.6696832579,29.8,52.4,17.8,0,5484.80090497738,0,15190.9027149321,14735,40.3,20,8.8,0.2,3.1,0.1,5,0,0,22.6,0,83.7,47.1,36.6,0.0387431740821433
"827",827,1.155861355761,"SABINE ISD",3,124239,2.1,16.5,24.2,21.3,3.7,8.3,83,509.166666666667,9.46986091874424e-05,1.54013734995383e-05,0.000110280326638966,0.00394736842105263,1617,0.185526315789474,0.0171052631578947,0.154605263157895,0,1520,4.5,22.7,67.8,0.5,0.5,0,4,48.2,10.1,11.4,10.2,36.6,8.7,194.7,107.4,2.6,3.1,7,55.1,9.2,23,106506,76333,56197,49590,10.8,14.2,11.6,14.1,15.7,12.8,2.8,0.9,95.3,0,0,0,0.9,78.1,9.5,4.1,1.3,287100,1.301,10328.4243421053,47.1,39.4,13.5,0,2437.15723684211,0,10905.2756578947,9216,41.8,18.6,4.9,0.4,3.5,0.5,4.3,1.4,0.2,24.6,0.00394736842105263,32.2,4.6,27.6,1.01427770834812
"828",828,0.242625350033961,"SABINE PASS ISD",2,256526,1.7,16.9,24.4,19.7,5.8,11.9,86.1,377.625,0.00144977777777778,0.000253333333333333,0.000982222222222222,0.0933333333333333,390,0.056,0,0,0,375,24,39.7,32.8,0,2.1,0.3,1.1,57.1,2.1,2.1,1.6,42.9,2.7,65.2,33.9,1.5,3.2,9.2,51.9,6.1,28,146095,81145,55595,51812,18.8,11.1,41.3,9.5,14.6,7.1,8.9,5.9,82.5,0,2.8,0,0,79.6,1.6,0,0,2441380,1.337,22103.2293333333,4.7,90.2,5.1,0,35004.112,0,22747.6746666667,18033,37.2,3.5,7.2,0,6.2,0.2,2.7,1.9,0.7,40.5,0.0933333333333333,67.2,17.6,49.6,0.540674456423913
"829",829,0.756163262440105,"SAINT JO ISD",6,19965,1.2,12.9,18,16.9,2.9,6.6,83.8,163.3125,0.000736083984375,0.000174560546875,0.0006842041015625,0,347,0.0875,0,0.08125,0,320,0,9.1,86.6,1.3,0,0,3.1,47.2,0,12.5,0,46.9,7.8,53.2,28.6,4,4.4,1,53.8,16.9,19.8,87595,84334,44351,46610,0,11.2,37.2,10.8,15.1,30.5,0,0,100,0,0,0,0,58.9,7.7,17.1,0,623792,1.17,11810.18125,26.8,65.5,7.7,0,3823.703125,0,20777.3875,11225,37.3,10.3,6.6,0,6.8,0.3,4.5,0.9,3.1,30.2,0,13.5,0,13.5,0.532058301354698
"830",830,1.65258648244006,"SALADO ISD",2,370647,19.5,13.8,18.4,25.2,3.8,7,85.6,713.666666666667,3.86798944215749e-05,7.50720614891899e-06,0.00011845237051617,0.0220941402497598,2229,0.104226705091258,0,0.0653218059558117,0,2082,0.8,24,70.7,0.2,0.4,0.2,3.6,25.7,5.5,8.2,5.5,30.5,6.8,239.8,133.7,1.3,3.4,4.8,55.8,12,22.8,120660,75660,63092,50684,12.3,15.6,28.2,13.1,17,13.2,0,6.7,92.5,0.7,0,0,0,71.2,6.2,3.9,1.2,402899,1.224,9011.75456292027,36.7,58,5.3,0,2470.88424591739,0,13736.3414985591,8355,46.9,6.7,4.2,0.6,3.3,0.5,7.2,2.7,1.5,26.4,0.0220941402497598,29.2,7.4,21.8,1.55589995866799
"831",831,-0.112711903570542,"SAM RAYBURN ISD",6,35662,5.2,13.2,16.1,17.4,2.7,4.7,87.6,269.9375,0.000413573237837366,6.33243077998078e-05,0.000466197921215827,0,563,0.127102803738318,0.0411214953271028,0.0803738317757009,0,535,0.2,8.4,88,0.2,0,0,3.2,46.4,4.1,11,4.1,43.6,2.6,72.8,52.3,2.7,0,5.2,71.8,4,16.3,90767,0,68686,51784,2.7,10.2,28.1,12.8,23.1,32.1,0,3.7,96.3,0,0,0,0,84.1,3.8,0,0,198275,1.33,13596.6542056075,58.8,24,17.2,0,2455.70654205607,0,13298.4504672897,9693,50,5.3,6.9,0.5,6.8,0.3,2.2,0.7,1.7,25.5,0,12,3.7,8.3,0.983517034349245
"832",832,0.137463855239801,"SAN ANGELO ISD",3,120003,8.9,12.9,17.4,24.5,3,6.3,85.5,606.322916666667,1.47077622630193e-06,2.60470817894512e-07,1.1470111232807e-06,0.000137797988149373,15454,0.327752514813284,0.0429240733085297,0.24610720683478,0,14514,3.8,60.1,32.2,0.3,1.3,0.1,2.2,57.4,5,10.9,4.9,19.9,3.9,1870,939.4,1.5,3,10.5,50.2,10,24.8,102038,71885,57548,49647,37.3,15.4,39.9,10.9,17.4,19,1.7,23.6,73.5,0.1,0.4,0,0.7,84.4,10.1,0.6,0.4,340190,1.21,9582.67948187956,40.2,45,14.8,0,1826.906986358,0,9927.01777594047,8974,44,11.6,9.6,0.4,2.6,2.8,2.9,0.9,0.4,24.8,0.000137797988149373,67.8,26.5,41.3,0.531869775718944
"833",833,-0.601497950522144,"SAN ANTONIO ISD",1,2009324,17.2,15.2,22.4,28,3.1,7.5,92.1,464.379061371841,1.97459804204649e-07,0,0,0.00628930817610063,53474,0.201917723476647,0.0987318280235076,0.0662748736983194,0,48495,6.1,89.9,2.8,0.1,0.4,0,0.6,89.4,20.7,12.2,22.2,22.3,6.9,7410.1,3107.8,0.8,3,16.5,41.9,10.5,27.2,113697,82215,63177,57081,83.1,15.6,37.2,10.5,34.8,17.5,8.3,67,22,0.1,0.8,0.1,1.6,62.2,11.8,7,12.4,350888,1.563,13527.189215383,36,39.1,24.9,0,1832.08118362718,0,15238.1331271265,12234,38.7,12.9,10.5,1.5,2.2,0.6,1.4,1.1,5,26,0.00628930817610063,97.1,77.9,19.2,-0.12367233834093
"834",834,-1.7466960332025,"SAN AUGUSTINE ISD",9,7918,-10.7,22.5,32.1,14,4.7,9.6,62.6,374.625,0.000684121621621622,0,0,0,794,0.205405405405405,0.0527027027027027,0.125675675675676,0,740,50.8,22.7,22.2,0,0,0,4.3,87.3,11.8,15.5,10.1,28.9,3.6,143.6,61.1,4.2,3.1,3.6,42.5,14.5,32.1,86237,72118,66510,53710,39.6,12.1,26.2,15.4,25.5,33.8,12.7,3.3,82.4,0,1.6,0,0,82.3,3.1,0,1.6,539074,1.27,13600.6067567568,39,46.3,14.8,0,888.282432432432,0,14909.8689189189,12672,26.6,11.1,16.3,0.9,6.2,1.4,2.9,0.6,0,34.1,0,77.8,17.6,60.2,-0.67578029459453
"835",835,-0.912809929377826,"SAN BENITO CISD",2,421017,3.6,25.5,36.3,17.3,5.5,10.2,63.9,0,0,0,0,0.00546661460367044,11258,0.197969543147208,0.0312377977352597,0.134420148379539,0,10244,0.1,99.1,0.7,0,0,0,0.1,87,22.4,10.5,19.8,33.4,4,1659.5,695,0.6,2.8,9.3,41.9,11.8,33.6,113303,77052,63811,54473,94.9,14.7,31.2,12.2,16.3,11.6,0.3,92.3,6.9,0.1,0.1,0,0.1,80.9,8.3,0.8,2,93895,1.305,12864.1671222179,66.5,12.4,21.2,0,2632.39701288559,0,13267.4756930886,11987,37.9,10,12.4,0.6,4.2,0.1,1.9,0.6,1.6,30.7,0.00546661460367044,99.3,92.9,6.40000000000001,-0.114585921724759
"836",836,-0.64115641589217,"SAN DIEGO ISD",7,9831,-16.6,23.9,33.5,9,4.4,12.1,57.9,509.291666666667,0.000215957800380779,0,1.88920746392362e-06,0,1635,0.247220405493787,0.0248528449967299,0.169391759319817,0,1529,0.2,98.7,1,0,0.1,0,0,83,0.9,11.9,0.7,36.6,6.1,192.7,100.4,2.1,4.1,9.6,52.1,21.7,10.4,79000,71420,62656,52311,92.8,15.2,33.7,12.5,27.3,21.5,0,85.2,10.8,3,1,0,0,83.6,6.5,1,0,140665,1.384,12688.5153695226,60,16.6,23.4,0,1571.10922171354,0,12439.185088293,11281,33.9,8.4,16.2,0,4.1,0.2,4.8,0.6,1.1,30.8,0,99,89.2,9.8,0.419981501009147
"837",837,-0.844505492446484,"SAN ELIZARIO ISD",2,865657,8.1,18.8,26.2,23.3,3.8,8.3,75.9,568.354166666667,4.81968290871364e-05,0,0,0.00728013977868375,3622,0.131333721607455,0.0253348864298195,0.0789167152009319,0,3434,0,99.4,0.5,0,0,0,0,92.1,55.5,12.2,47.7,33.3,5.9,576.3,233.3,1.2,2.6,9.7,40.5,10,36,105547,78422,65710,55177,96.3,14.7,38.3,10.6,22.7,9.9,1,94.3,4.3,0,0,0,0.4,50.2,12.6,0,27.3,59622,1.226,12544.9737914968,74.8,7.7,17.5,0,3426.67676179383,0,13514.138905067,11495,32.3,10,15.7,1.9,4.1,0.2,2.2,1.4,2.4,29.9,0.00728013977868375,99.4,95.7,3.7,-0.0597662051914256
"838",838,0.495514261019271,"SAN FELIPE-DEL RIO CISD",5,47586,-2.6,20.8,28.9,18.4,3.3,7.9,70.3,0,0,0,0,0,10797,0.156143923964698,0.034138298904083,0.0859276500824362,0,10311,0.7,93,5.5,0.1,0.4,0,0.3,72.7,17.1,12.1,16.8,32.5,8.7,1466.6,621.4,1,2.3,7.6,42.4,11.8,35,105221,85531,72455,55969,88.5,16.6,34.7,12.9,21.9,14.4,1.4,80.4,16.5,0.6,0.3,0.2,0.5,69.2,5.5,6.5,9,174122,1.16,10439.623508874,62.8,22,15.2,0,2694.01716613326,0,10787.5868489962,9763,40.5,8.5,13.9,1.1,4.2,0.4,2.4,2.1,0.2,26.7,0,94.5,83.4,11.1,1.12178219671377
"839",839,-0.110816886838383,"SAN MARCOS CISD",1,241067,53.4,11.2,11.3,37.2,2.8,6.3,113.8,0,0,0,0,0.0047485693412882,8757,0.264945817606234,0.0353098745890661,0.161086083039084,0,8213,4.6,72.7,20.4,0.1,0.9,0.2,1.1,74,11.5,13.4,14.2,27.1,10.3,1250.4,570.7,0.9,2.6,9.7,45.6,10.9,30.3,115467,83529,65481,53737,58.1,14.4,37.3,10.3,25.4,15,3.3,39.2,55.4,0.4,1.1,0.3,0.4,69.9,9,5.1,7.6,636178,1.414,12496.8641178619,11.1,76.4,12.5,0,4782.12139291367,0,18422.8288079873,10866,41.3,14.6,7.1,0.7,3,0.7,1.8,0.7,2.2,27.9,0.0047485693412882,79.6,44.7,34.9,-0.0476904402464943
"840",840,-0.605536906044433,"SAN PERLITA ISD",6,20164,-8.9,30.5,38.1,8.9,8.2,12,55.9,83.9166666666667,0.00134266666666667,0,0,0,269,0.076,0,0,0,250,0.4,93.2,5.6,0,0.8,0,0,87.2,12.8,8.8,12,41.6,3.2,49.1,24.5,4.1,4.1,4.7,49.9,0,37.3,99500,80500,59059,52035,89.9,10.2,36.4,8.6,12.2,16.8,0,83.8,16.2,0,0,0,0,88.1,2.9,0,0,348135,1.21,29959.3,33.8,56.2,9.9,0,24480.816,0,18487.04,15379,31.8,9,14.5,0.4,3.8,0,2.5,0.7,1.8,35.5,0,94.4,83.8,10.6,0.132079207183918
"841",841,-0.171482283212032,"SAN SABA ISD",7,5730,-6.5,20.7,34.4,14.1,2.9,5.2,71.9,255.125,0.000282158317872604,2.64237926575589e-05,0.000121718108731096,0.0012987012987013,805,0.1,0.0324675324675325,0.0493506493506494,0,770,0.3,55.6,42.7,0,0.4,0,1,64.2,18.4,10.5,17.9,24.7,7.7,131.8,71.2,2.3,2.1,5.2,54,13.3,23.1,85387,66560,50412,47464,20.1,10.8,28.6,12.6,14.8,25.6,0,5.9,92.7,0,1.4,0,0,70.5,6.3,9.9,2.4,316347,1.32,12260.487012987,56.4,36.1,7.5,0,3464.6974025974,0,11741.8077922078,10356,41.2,6.7,11.8,1.5,5.3,0.7,5.3,0.9,0.5,26.2,0.0012987012987013,57.3,7.3,50,0.231771329211954
"842",842,-0.605474569849395,"SANDS CISD",7,12456,-10,20.6,28.9,14.2,3.9,8.7,75.2,0,0,0,0,0,274,0,0,0,0,266,0.4,43.2,53.8,1.5,0.8,0,0.4,51.9,13.2,7.9,13.2,27.4,9.4,38.6,20.1,2.6,5.2,2.4,52,12.1,25.6,106271,77782,59152,49273,20.3,13.3,14.9,16.5,5,14.9,0,5,93.2,1.8,0,0,0,78.5,6.6,7.6,0,2082669,1.15,28404.6240601504,3,92.4,4.6,0,24953.0601503759,0,16360.2443609023,13694,28.9,9.5,8.4,0.4,4.2,0.2,5.3,1.9,1.1,40.3,0,46.3,6.8,39.5,-0.40569724263458
"843",843,-7.3319168414559,"SANFORD-FRITCH ISD",6,20617,-6.9,11.4,16.3,14,4.4,7.2,90.5,230.125,0.000195899165693792,1.82745053170865e-05,0.000273411318681242,0,732,0.139737991266376,0,0.120815138282387,0,687,0.9,8.6,86.3,0.6,0.4,0,3.2,41.6,0.1,13.4,0.1,26.5,4.2,125.6,65,2.4,2.5,0.6,51.8,17.4,25.4,105068,76177,51865,51995,4.8,10.6,30.2,13.8,13.7,21.4,0,0,96.9,1.5,0,0,1.5,77.3,6.9,4.4,0,169051,1.362,12386.0727802038,70,21.6,8.4,0,5426.44541484716,0,12354.7103347889,10849,40.9,10.7,5.8,0,2.9,0.2,3.3,0.9,1.8,33.5,0,13.7,3,10.7,-7.54744657007574
"844",844,0.275381624955142,"SANGER ISD",1,906422,36.8,6.5,7.1,45.1,3,6.5,141.9,451.5625,2.43115863366624e-05,4.71856493842444e-06,3.61546129316371e-05,0.00455927051671732,2797,0.154255319148936,0.00949848024316109,0.109802431610942,0,2632,3.5,29.3,62.1,0.7,0.7,0,3.7,43.1,8.8,12.8,8.8,28.3,4.7,415.8,176.4,1.8,3.6,9.9,42.4,14.8,27.4,100584,79696,65171,55236,15.3,14.9,31.2,12.5,21.7,19.6,0,6.3,91.7,0.6,0.9,0,0.5,75.5,12.2,3.6,0,363479,1.372,14577.4734042553,35.5,52.6,11.9,0,3671.15919452888,0,14468.155775076,12374,30.9,28.3,5.1,0.7,2.6,0.3,3.3,0.5,0.2,28.2,0.00455927051671732,37.9,8.3,29.6,-0.560902711244925
"845",845,0.0961898739966222,"SANTA ANNA ISD",6,7684,-13.6,17.7,30.4,15.8,4.1,7.4,70,130.8125,0.00176831384001504,0,0.000122887420665327,0,295,0.0798479087452472,0,0.0570342205323194,0,263,3.8,28.9,62.7,0.8,0,0,3.8,99.2,0,9.5,0,33.5,9.1,51.9,26.9,1.9,1.9,1.9,51.8,0,42.4,96533,66681,58264,51863,22,9.8,40.9,11.1,22.3,34.3,0,20.3,79.7,0,0,0,0,92.4,3,0,0,360987,1.099,14638.7680608365,49.5,36,14.5,0,10119.8060836502,0,13263.825095057,12785,37.9,3.5,17.5,0,3.5,0.1,2.7,0.3,1.5,32.9,0,37.3,20.3,17,0.299232807928376
"846",846,0.647061314123537,"SANTA FE ISD",1,350682,20.4,11.3,16.1,31.1,4,8.7,114.3,912.75,1.86238863151807e-05,2.16461564369712e-06,2.45269321875566e-05,0.0196078431372549,4735,0.265819964349376,0.0372103386809269,0.165552584670232,0,4488,1,21.9,74.2,0.5,0.5,0.1,1.7,45.5,5.2,11.8,5.1,25.2,4.5,656.1,259.9,1.5,2.6,15,39.6,8.8,32.5,107249,85189,67882,58597,16.8,17.3,34.4,11.1,18.1,25.1,0.8,7.8,90.3,0.4,0.4,0,0.4,87.9,6.3,1.8,0,308733,1.402,11766.4068627451,46.9,42,11.1,0,1224.88614081996,0,17124.0075757576,10258,34.1,12.9,7.8,1.6,3.3,3.6,2,0.6,0.5,33.7,0.0196078431372549,25.7,9.8,15.9,0.0460549894370611
"847",847,0.805446158544716,"SANTA GERTRUDIS ISD",4,31040,-3.2,23.3,31,24.6,4.3,8.4,73.7,404.875,0.000226146928821826,5.72511812223746e-05,0.000333695320835239,0,822,0.0839506172839506,0.0172839506172839,0.0518518518518519,0,810,1.4,74.9,19.5,0.5,2.8,0,0.9,43.7,0.9,3.8,0.7,42,18.5,96,48.6,1.1,3.1,9.6,50.6,11.5,24,101680,73333,61856,55496,76.5,16.7,28.7,13,30.3,17.4,3.9,67.3,28.7,0,0,0,0,85.8,0,6.2,0,144811,1.365,11796.3111111111,74.9,21.1,3.9,0,7120.65061728395,0,11072.8012345679,10319,44,3.6,4.4,0,5.6,0.1,7.1,1.4,2.5,31.4,0,80.5,71.2,9.30000000000001,1.11419367026717
"848",848,-0.912903019697515,"SANTA MARIA ISD",2,421017,3.6,25.5,36.3,17.3,5.5,10.2,63.9,161.3125,0.000382982234135247,0,0,0.086286594761171,672,0.0755007704160247,0,0.0523882896764253,0,649,0.2,98.6,1.1,0,0,0,0.2,98.8,37.3,9.2,36.4,40.5,15.6,148,54.8,2,2.1,10.2,37,10.8,37.9,98000,71920,54842,47534,98.6,11.8,65.4,5.2,9,31.8,0,98.2,1.8,0,0,0,0,66.5,8.8,1.4,11.6,82927,1.58,16499.1294298921,69.8,8.8,21.4,0,3886.66718027735,0,25067.4591679507,15032,32,3.2,22.7,1.2,4.2,0.1,2.6,0.5,0,33.6,0.086286594761171,99,98.2,0.799999999999997,-0.0255893560115126
"849",849,-1.14158497377468,"SANTA ROSA ISD",2,421017,3.6,25.5,36.3,17.3,5.5,10.2,63.9,331.708333333333,0.000335050461688678,0,0,0.0562814070351759,1033,0.163819095477387,0.0160804020100503,0.11356783919598,0,995,0.1,98.7,1.1,0,0,0,0.1,87.9,19.3,13.8,18.5,39,4.3,205.7,83.6,2.1,3.3,8.4,40.7,11,34.5,78777,71851,51580,51318,95.2,11.9,39,11.1,9.5,27.7,0,91.5,8.5,0,0,0,0,61.9,11.9,0.7,10.4,75193,1.447,17993.5266331658,69.5,9,21.5,0,4700.17487437186,0,17678.8944723618,14027,28.1,7.8,18.1,1,4.3,0.1,4.3,0.6,0.2,35.6,0.0562814070351759,98.9,91.5,7.39999999999999,-0.262717106061632
"850",850,0.841513544676489,"SANTO ISD",6,28409,1.1,17.2,26.2,16.6,3.1,7,78.3,241.9375,0.000371248878050433,8.78507680062321e-05,0.000565208555606361,0,515,0.0967078189300412,0.0267489711934156,0.0596707818930041,0,486,0,18.9,78.6,0,0.2,0,2.3,39.9,3.5,8.2,3.5,35.4,11.3,79.9,39.9,1.3,4.4,4.2,49.9,8.4,31.9,131384,71619,56977,47420,14.7,12.2,44.2,10.7,6.2,11.9,0,7.4,92.6,0,0,0,0,71.8,7.8,11.3,1,586396,1.17,11086.049382716,28.9,65.5,5.6,0,3057.61316872428,0,11108.4032921811,11555,36.6,6.4,9,0.4,5.4,0.3,4.6,0.8,0.9,35.7,0,21.4,7.4,14,0.847795354802387
"851",851,0.767211187660493,"SAVOY ISD",6,35662,5.2,13.2,16.1,17.4,2.7,4.7,87.6,163.25,0.000697517576519064,0.000103357323010689,0.000707333635129018,0,351,0.0942249240121581,0,0.0547112462006079,0,329,0.9,10.3,79,1.2,0.9,0,7.6,47.7,1.8,13.4,1.8,24.3,9.4,55.1,28.3,3.6,3.6,7.2,51.5,16.3,17.7,86380,82947,48846,48759,7.2,11.6,40.8,11.4,41.7,11.1,0,6.9,93.1,0,0,0,0,78.3,10.6,0,0,285574,1.443,13531.1489361702,57.9,36.4,5.7,0,2906.98784194529,0,12773.7629179331,10931,41.9,5.6,9,0.1,4.8,0.5,2.9,0.9,1.9,32.5,0,20.9,6.9,14,0.128961906752316
"852",852,0.987803701005251,"SCHERTZ-CIBOLO-U CITY ISD",1,172706,31.3,7.4,11.2,28.2,3,6.1,123,1018.28125,1.04912761168174e-06,2.23276982316973e-07,2.74331527286954e-06,0.000313991459432303,16867,0.170308967596081,0.0321527254458679,0.0995980909319266,0,15924,11.5,43.2,35.8,0.4,1.9,0.3,6.9,29.1,3.7,11.5,4.6,34.5,5.8,1844.6,992.2,0.7,2.3,9.8,53.8,9.7,23.7,135276,88906,70345,59938,37.4,16,20.4,12.9,32.6,9.7,5.7,21.6,69.5,0.2,0.3,0.2,2.5,66.9,10.6,5.4,3.7,329859,1.49,9970.16585028887,43.5,48.5,8,0,2378.66829942226,0,11521.300552625,8358,47.4,14,4.6,0.3,3.3,0.4,1.7,4.9,0.5,23,0.000313991459432303,64.2,30.5,33.7,0.166755386152198
"853",853,-0.15599485412399,"SCHLEICHER ISD",8,2451,-29.2,15,23.4,16.6,2.8,6.9,83.2,166.458333333333,0.000338365519720289,6.87841061333858e-05,0.000245564160376434,0,529,0.097029702970297,0,0.0633663366336634,0,505,0,75.2,23.4,0,0,0,1.4,61,10.5,6.3,10.5,29.3,6.1,99,53.8,2,3.1,3.9,54.3,10.6,26,86400,74270,57840,50447,31.7,9.4,35.2,11.9,16.6,14.4,0,16.7,83.3,0,0,0,0,62.4,6.8,14,0.6,544370,1.17,12995.9287128713,38.9,55.1,6,0,2802.52871287129,0,12765.6712871287,12191,45.3,1.8,9.5,0.9,4.8,1.5,4,0.6,1.5,30,0,76.6,16.7,59.9,0.338827279949797
"854",854,-1.03778070062466,"SCHOOL OF EXCELLENCE IN EDUCATION",1,2009324,17.2,15.2,22.4,28,3.1,7.5,92.1,0,0,0,0,0.644820295983087,536,0.118393234672304,0.025369978858351,0.0761099365750529,1,473,25.6,66.2,3.4,0.2,0.8,0.4,3.4,90.1,20.3,8,20.1,33,0,79.3,34.6,4.4,2.6,12.2,43.6,9.2,27.9,78230,70897,45893,40168,83.4,13.7,44.5,10.7,21.2,38.7,34,43.2,19.9,0,2.9,0,0,70.8,0.7,5.5,12.5,0,0,16320.5750528541,77.6,1.9,20.5,0,0,4035.31923890063,17831.1374207188,12168,30.1,4.3,12,3.1,0.6,0,0.4,0,1.9,47.5,0.644820295983087,96.6,80.1,16.5,-0.440642648311713
"855",855,1.38521657502757,"SCHOOL OF SCIENCE AND TECHNOLOGY",1,2009324,17.2,15.2,22.4,28,3.1,7.5,92.1,0,0,0,0,0.136221527467619,2473,0.0285841893702546,0.0129522108083966,0.015631978561858,1,2239,23.6,54.3,14.2,0.5,3.6,0.4,3.3,63.6,20.3,8.4,19.2,16.7,8.2,243,161.7,0.4,7,2.8,66.5,15.5,7.7,62500,76838,59517,56618,49.7,13.8,66.3,4.6,19,38.3,15.5,19.3,57.2,0,7.4,0,0.6,85.1,6.7,0,3.7,0,0,8297.7771326485,87.9,5.5,6.6,0,0,262.677087985708,8127.99285395266,9715,64.1,4.3,6,0.9,1.8,0.4,0,0.5,0,22.1,0.136221527467619,85.7,42.8,42.9,1.48040811394519
"856",856,-1.66263858903547,"SCHOOL OF SCIENCE AND TECHNOLOGY D",1,2009324,17.2,15.2,22.4,28,3.1,7.5,92.1,0,0,0,0,0.0910176066845718,3664,0.0805729632945389,0.0313339301700985,0.0402864816472695,1,3351,21.1,52.5,15.2,0.1,8.1,0,2.9,61.7,15.5,8.5,15.4,9.8,8.9,339.3,219,0.3,6.7,5.6,64.6,16.4,6.5,62500,78603,60492,57436,58.5,15.3,70.2,4.2,23.6,33.2,6.8,39.4,42.9,0.5,8.1,0.5,1.8,90.4,5.2,0,3.1,0,0,7390.62279916443,83.9,5.9,10.2,0,0,159.498358698896,7858.65264100269,10993,58.5,4,5.9,0.6,0.7,0.3,0,0.1,0,30.1,0.0910176066845718,84.7,57.1,27.6,-2.00894206187879
"857",857,2.22489626893475,"SCHULENBURG ISD",6,24435,-0.5,10.9,15.3,19.7,2.6,4.7,97.1,363.875,0.000519096288327058,0,0.000192674458408724,0.00559440559440559,760,0.262937062937063,0.0223776223776224,0.225174825174825,0,715,13.8,42,40.1,0.4,0.7,0,2.9,59.7,11.6,16.9,11.6,31.2,7.6,125.9,65.1,2.4,4,5.5,51.7,15.1,21.3,81266,77562,69818,53197,22.2,11,41.5,10.2,13.8,21.1,1.5,12.3,84.6,0,1.5,0,0,65.8,13.4,9.2,0,635387,1.245,14405.1216783217,24.5,65.6,9.9,0,1478.27972027972,0,15039.634965035,12291,47.2,13.6,8.2,0.3,4,0.3,3.1,0.9,0,22.5,0.00559440559440559,59.8,15.3,44.5,2.40852424185816
"858",858,0.37349256166962,"SCURRY-ROSSER ISD",1,145310,40.6,9.8,13.8,20.5,3.2,6.5,117.1,367.666666666667,0.000118829093018251,2.292099638056e-05,0.000163770865377717,0.00273473108477666,1154,0.123974475843209,0.0118505013673655,0.081130355515041,0,1097,1.6,19.2,77.2,0.4,0,0.1,1.5,43.8,5.4,12.8,5.3,25.6,7.9,189.3,81.6,3.5,2.6,6.3,43.1,17.3,27.1,92928,70354,61557,52492,10.1,13.4,24.5,12.7,26.2,17.3,0,4.9,95.1,0,0,0,0,73.4,8,3.6,0,159855,1.33,11109.8805834093,69.1,23.1,7.9,0,2299.28896991796,0,13133.9270738377,10604,37.1,11.1,6.4,0.1,5.6,0.2,5.7,2,1,30.9,0.00273473108477666,22.8,4.9,17.9,0.0805601599787202
"859",859,0.0820074902204952,"SEAGRAVES ISD",7,21598,23.2,13.2,19.5,11.4,2.4,5.6,104.9,448.9,0.00131060174373602,0,0.000167983636417535,0,589,0.101633393829401,0,0.088929219600726,0,551,6,83.1,10.2,0.2,0,0,0.5,74,23.8,8,23.2,29.8,6.5,106.8,45.9,0.9,3.1,8,43,16.1,28.8,112000,87031,65302,57169,42.2,12,15.2,17.4,28.1,10.4,4.4,8,83.3,0,0,0,4.4,74.7,6,5.1,0.5,294837,1.388,17923.3684210526,49.5,41.2,9.4,0,7929.84029038113,0,16525.9074410163,14119,43.2,2.3,12.7,0.7,4.6,0.2,3.9,0.9,1.1,30.5,0,89.8,16.8,73,0.315376554275795
