Table with column headers in row 3,,,,,,
"2020 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2021",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,19650,Fort Bend Independent School District,"501,511","101,980","9,806"
TX,48,20100,Fort Davis Independent School District,"1,920",102,21
TX,48,11400,Fort Elliott Consolidated Independent School District,783,154,13
TX,48,20130,Fort Hancock Independent School District,"3,142",525,159
TX,48,20160,Fort Sam Houston Independent School District,"8,426","1,240",91
TX,48,20190,Fort Stockton Independent School District,"13,646","2,439",476
TX,48,19700,Fort Worth Independent School District,"547,431","97,429","22,219"
TX,48,19740,Franklin Independent School District,"5,616",934,139
TX,48,19770,Frankston Independent School District,"4,664",757,215
TX,48,19840,Fredericksburg Independent School District,"23,842","3,529",470
TX,48,19820,Freer Independent School District,"3,076",654,181
TX,48,19830,Frenship Independent School District,"47,811","9,205",924
TX,48,19950,Friendswood Independent School District,"30,250","6,800",340
TX,48,19980,Friona Independent School District,"4,718",950,167
TX,48,20010,Frisco Independent School District,"224,115","46,975","1,755"
TX,48,20040,Frost Independent School District,"1,842",349,75
TX,48,20070,Fruitvale Independent School District,"1,844",308,60
TX,48,20220,Gainesville Independent School District,"19,739","3,438",666
TX,48,20250,Galena Park Independent School District,"97,611","21,702","5,998"
TX,48,20280,Galveston Independent School District,"59,950","7,666","1,566"
TX,48,20310,Ganado Independent School District,"3,397",576,77
TX,48,20340,Garland Independent School District,"307,963","62,154","9,605"
TX,48,20370,Garner Independent School District,"4,654",343,32
TX,48,20400,Garrison Independent School District,"3,165",549,103
TX,48,20460,Gary Independent School District,"1,807",319,62
TX,48,20500,Gatesville Independent School District,"23,247","2,422",412
TX,48,20520,Gause Independent School District,814,141,27
TX,48,20550,George West Independent School District,"6,987","1,055",258
TX,48,20600,Georgetown Independent School District,"92,250","14,730","1,085"
TX,48,20610,Gholson Independent School District,"1,488",255,57
TX,48,20640,Giddings Independent School District,"10,536","1,734",271
TX,48,20700,Gilmer Independent School District,"16,712","2,860",529
TX,48,20760,Gladewater Independent School District,"12,557","2,329",490
TX,48,20790,Glasscock County Independent School District,"1,439",268,25
TX,48,20850,Glen Rose Independent School District,"9,041","1,532",181
TX,48,20960,Godley Independent School District,"8,471","1,846",185
TX,48,20970,Gold-Burg Independent School District,738,126,25
TX,48,21000,Goldthwaite Consolidated Independent School District,"3,519",572,103
TX,48,21030,Goliad Independent School District,"7,626","1,165",228
TX,48,21060,Gonzales Independent School District,"13,798","2,683",542
TX,48,21090,Goodrich Independent School District,"2,433",357,87
TX,48,21150,Goose Creek Consolidated Independent School District,"114,594","23,046","4,612"
TX,48,21180,Gordon Independent School District,"1,252",186,30
TX,48,21270,Gorman Independent School District,"1,823",263,49
TX,48,21300,Grady Independent School District,673,169,29
TX,48,21330,Graford Independent School District,"2,414",342,52
TX,48,21360,Graham Independent School District,"13,139","2,301",421
TX,48,21390,Granbury Independent School District,"59,807","9,142","1,269"
TX,48,21420,Grand Prairie Independent School District,"133,766","29,186","4,561"
TX,48,21450,Grand Saline Independent School District,"7,355","1,215",205
TX,48,21480,Grandfalls-Royalty Independent School District,599,121,21
TX,48,21540,Grandview Independent School District,"5,568","1,175",101
TX,48,21560,Grandview-Hopkins Independent School District,109,12,1
TX,48,21590,Granger Independent School District,"3,711",513,37
TX,48,21600,Grape Creek Independent School District,"6,362","1,323",216
TX,48,21630,Grapeland Independent School District,"3,933",615,127
TX,48,21660,Grapevine-Colleyville Independent School District,"87,455","16,534",938
TX,48,21720,Greenville Independent School District,"35,873","6,146","1,188"
TX,48,21750,Greenwood Independent School District,"9,398","2,272",404
TX,48,21780,Gregory-Portland Independent School District,"19,641","3,890",475
TX,48,21810,Groesbeck Independent School District,"9,619","1,374",227
TX,48,21840,Groom Independent School District,703,96,12
TX,48,21900,Groveton Independent School District,"5,235",753,166
TX,48,21930,Gruver Independent School District,"1,667",377,34
TX,48,21960,Gunter Independent School District,"3,381",749,57
TX,48,21990,Gustine Independent School District,"1,222",236,49
TX,48,22020,Guthrie Common School District,271,56,9
TX,48,22050,Hale Center Independent School District,"2,594",553,153
TX,48,22120,Hallettsville Independent School District,"7,972","1,163",152
TX,48,22140,Hallsburg Independent School District,"1,179",206,26
TX,48,22170,Hallsville Independent School District,"19,590","4,133",568
TX,48,22230,Hamilton Independent School District,"5,407",834,156
TX,48,22260,Hamlin Independent School District,"2,453",464,130
TX,48,22320,Hamshire-Fannett Independent School District,"9,046","1,772",189
TX,48,22350,Happy Independent School District,"1,061",213,25
TX,48,22380,Hardin Independent School District,"8,314","1,712",262
TX,48,22410,Hardin-Jefferson Independent School District,"12,412","2,146",273
TX,48,22470,Harlandale Independent School District,"72,164","13,966","3,797"
TX,48,22500,Harleton Independent School District,"3,087",627,101
TX,48,22530,Harlingen Consolidated Independent School District,"87,386","17,281","5,669"
TX,48,22560,Harmony Independent School District,"6,962",987,178
TX,48,22590,Harper Independent School District,"3,843",544,76
TX,48,22620,Harrold Independent School District,120,13,1
TX,48,22650,Hart Independent School District,"1,372",284,58
TX,48,22680,Hartley Independent School District,789,197,21
TX,48,22710,Harts Bluff Independent School District,"3,055",631,129
TX,48,22740,Haskell Consolidated Independent School District,"4,246",586,140
TX,48,22770,Hawkins Independent School District,"6,006",791,171
TX,48,22800,Hawley Independent School District,"3,100",591,85
TX,48,00010,Hays Consolidated Independent School District,"104,078","22,248","1,823"
TX,48,22830,Hearne Independent School District,"7,268","1,350",335
TX,48,22850,Hedley Independent School District,518,86,16
TX,48,22890,Hemphill Independent School District,"7,403",819,194
TX,48,22920,Hempstead Independent School District,"11,926","2,283",454
TX,48,22970,Henderson Independent School District,"23,935","3,453",605
TX,48,22980,Henrietta Independent School District,"5,539",829,109
TX,48,23010,Hereford Independent School District,"18,050","4,047",873
TX,48,23040,Hermleigh Independent School District,738,150,11
TX,48,23070,Hico Independent School District,"3,333",561,119
TX,48,23100,Hidalgo Independent School District,"9,126","2,240",776
TX,48,23160,High Island Independent School District,636,76,6
TX,48,23190,Highland Independent School District,353,70,8
TX,48,23250,Highland Park Independent School District,"36,649","8,263",262
TX,48,35560,Highland Park Independent School District,"8,105",697,150
TX,48,23280,Hillsboro Independent School District,"11,209","1,940",412
TX,48,23310,Hitchcock Independent School District,"10,141","1,697",328
TX,48,23370,Holland Independent School District,"2,836",599,101
TX,48,23400,Holliday Independent School District,"4,402",706,61
TX,48,23430,Hondo Independent School District,"14,417","2,193",367
TX,48,23460,Honey Grove Independent School District,"3,602",590,119
TX,48,23490,Hooks Independent School District,"4,602",833,159
TX,48,23640,Houston Independent School District,"1,579,113","253,709","70,514"
TX,48,23670,Howe Independent School District,"5,595","1,157",232
TX,48,23700,Hubbard Independent School District,547,96,10
TX,48,23730,Hubbard Independent School District,"2,060",327,68
TX,48,23760,Huckabay Independent School District,"1,588",230,24
TX,48,23790,Hudson Independent School District,"11,609","2,442",472
TX,48,23820,Huffman Independent School District,"17,373","3,494",457
TX,48,23850,Hughes Springs Independent School District,"4,666",851,191
TX,48,23880,Hull-Daisetta Independent School District,"3,722",713,82
TX,48,23910,Humble Independent School District,"194,049","39,615","4,449"
TX,48,23970,Hunt Independent School District,"1,825",197,28
TX,48,24000,Huntington Independent School District,"8,290","1,573",293
TX,48,24030,Huntsville Independent School District,"66,208","6,682","1,322"
TX,48,24060,Hurst-Euless-Bedford Independent School District,"161,244","24,731","3,148"
TX,48,24100,Hutto Independent School District,"33,138","7,207",378
TX,48,24120,Idalou Independent School District,"4,355",926,90
TX,48,24150,Industrial Independent School District,"4,388",973,140
TX,48,24180,Ingleside Independent School District,"9,794","1,965",346
TX,48,24210,Ingram Independent School District,"8,760","1,218",202
TX,48,24240,Iola Independent School District,"2,803",502,67
TX,48,24260,Iowa Park Consolidated Independent School District,"13,676","1,763",188
TX,48,24300,Ira Independent School District,568,111,9
TX,48,24330,Iraan-Sheffield Independent School District,"1,669",350,49
TX,48,24360,Iredell Independent School District,989,142,24
TX,48,30360,Irion County Independent School District,"1,564",271,18
TX,48,24420,Irving Independent School District,"190,278","34,801","6,422"
TX,48,24450,Italy Independent School District,"3,668",683,81
TX,48,24480,Itasca Independent School District,"3,833",827,171
TX,48,24530,Jacksboro Independent School District,"6,571","1,011",160
TX,48,24590,Jacksonville Independent School District,"26,717","5,075","1,265"
TX,48,24600,Jarrell Independent School District,"12,088","1,337",97
TX,48,24630,Jasper Independent School District,"16,597","2,900",794
TX,48,24660,Jayton-Girard Independent School District,748,138,14
TX,48,24730,Jefferson Independent School District,"9,169","1,240",353
TX,48,24750,Jim Hogg County Independent School District,"5,184","1,215",374
TX,48,24780,Jim Ned Consolidated Independent School District,"5,945","1,180",94
TX,48,24810,Joaquin Independent School District,"3,504",649,153
TX,48,24840,Johnson City Independent School District,"6,534",854,98
TX,48,24900,Jonesboro Independent School District,"1,150",183,28
TX,48,24930,Joshua Independent School District,"28,232","5,751",649
TX,48,24960,Jourdanton Independent School District,"7,156","1,350",234
TX,48,24990,Judson Independent School District,"134,868","27,238","4,619"
TX,48,25020,Junction Independent School District,"4,078",535,182
TX,48,25110,Karnack Independent School District,"2,542",325,53
TX,48,25140,Karnes City Independent School District,"4,883",952,175
TX,48,25170,Katy Independent School District,"319,743","72,165","7,688"
TX,48,25200,Kaufman Independent School District,"23,832","4,903",738
TX,48,25230,Keene Independent School District,"6,011","1,100",157
TX,48,25260,Keller Independent School District,"176,736","40,418","2,506"
TX,48,25290,Kelton Independent School District,137,32,5
TX,48,25320,Kemp Independent School District,"12,095","1,986",366
TX,48,25410,Kenedy County-Wide Common School District,376,56,6
TX,48,25440,Kenedy Independent School District,"7,411",876,234
TX,48,25470,Kennard Independent School District,"2,153",333,83
TX,48,25500,Kennedale Independent School District,"21,010","4,026",503
TX,48,25530,Kerens Independent School District,"3,869",699,162
TX,48,25560,Kermit Independent School District,"6,772","1,454",237
TX,48,25590,Kerrville Independent School District,"35,495","4,708",781
TX,48,25620,Kilgore Independent School District,"21,565","3,875",775
TX,48,25660,Killeen Independent School District,"230,433","46,537","10,161"
TX,48,25680,Kingsville Independent School District,"25,178","4,282","1,242"
TX,48,25710,Kirbyville Consolidated Independent School District,"7,761","1,270",284
TX,48,25740,Klein Independent School District,"252,199","52,403","7,476"
TX,48,25790,Klondike Independent School District,742,174,23
TX,48,25800,Knippa Independent School District,943,184,57
TX,48,25870,Knox City-O'Brien Consolidated Independent School District,"1,539",277,55
TX,48,25890,Kopperl Independent School District,"1,919",241,36
TX,48,25920,Kountze Independent School District,"8,152","1,474",193
TX,48,25950,Kress Independent School District,"1,178",203,50
TX,48,25980,Krum Independent School District,"11,235","2,122",144
TX,48,26040,La Feria Independent School District,"15,792","3,337",853
TX,48,26070,La Gloria Independent School District,278,44,17
TX,48,26100,La Grange Independent School District,"12,481","1,986",264
TX,48,26130,La Joya Independent School District,"106,123","27,795","10,196"
TX,48,26190,La Porte Independent School District,"47,655","9,357","1,180"
TX,48,26250,La Pryor Independent School District,"1,940",449,150
TX,48,26280,La Vega Independent School District,"14,671","2,820",688
TX,48,26310,La Vernia Independent School District,"17,062","3,279",228
TX,48,26340,La Villa Independent School District,"3,706",640,156
TX,48,26220,LaPoyner Independent School District,"2,639",465,118
TX,48,26370,Lackland Independent School District,"13,846",658,43
TX,48,26400,Lago Vista Independent School District,"10,765","1,498",127
TX,48,26430,Lake Dallas Independent School District,"29,074","5,538",355
TX,48,26470,Lake Travis Independent School District,"46,618","8,195",327
TX,48,26490,Lake Worth Independent School District,"18,496","3,447",793
TX,48,26580,Lamar Consolidated Independent School District,"177,409","34,278","3,056"
TX,48,26610,Lamesa Independent School District,"11,803","2,102",508
TX,48,26640,Lampasas Independent School District,"21,400","3,480",556
TX,48,26670,Lancaster Independent School District,"40,467","8,771","1,756"
TX,48,26700,Laneville Independent School District,"1,531",266,52
TX,48,26790,Laredo Independent School District,"102,379","21,985","8,880"
TX,48,26850,Lasara Independent School District,"1,346",278,80
TX,48,26910,Latexo Independent School District,"2,218",322,89
TX,48,26970,Lazbuddie Independent School District,635,122,28
TX,48,27000,Leakey Independent School District,"2,198",272,83
TX,48,27030,Leander Independent School District,"205,808","42,054","1,847"
TX,48,27060,Leary Independent School District,986,188,40
TX,48,27090,Lefors Independent School District,593,112,26
TX,48,27120,Leggett Independent School District,"1,469",259,41
TX,48,27180,Leon Independent School District,"4,527",771,135
TX,48,27210,Leonard Independent School District,"4,001",806,128
TX,48,27240,Levelland Independent School District,"16,446","3,031",571
TX,48,27270,Leveretts Chapel Independent School District,925,198,35
TX,48,27300,Lewisville Independent School District,"371,923","69,900","4,164"
TX,48,27330,Lexington Independent School District,"5,863",846,101
TX,48,27420,Liberty Hill Independent School District,"16,516","3,450",159
TX,48,27450,Liberty Independent School District,"13,614","2,729",455
TX,48,27390,Liberty-Eylau Independent School District,"14,798","2,388",585
TX,48,27510,Lindale Independent School District,"21,698","4,154",546
TX,48,27540,Linden-Kildare Consolidated Independent School District,"5,583",851,229
TX,48,27570,Lindsay Independent School District,"2,091",434,23
TX,48,27600,Lingleville Independent School District,"1,470",291,46
TX,48,27630,Lipan Independent School District,"2,322",348,51
TX,48,27690,Little Cypress-Mauriceville Consolidated Independent School District,"19,011","3,851",542
TX,48,27720,Little Elm Independent School District,"39,597","8,057",613
TX,48,27750,Littlefield Independent School District,"6,436","1,281",312
TX,48,27780,Livingston Independent School District,"31,822","4,505","1,002"
TX,48,27810,Llano Independent School District,"19,299","2,201",457
TX,48,27870,Lockhart Independent School District,"27,425","4,714",791
TX,48,27890,Lockney Independent School District,"2,116",424,117
TX,48,27930,Lohn Independent School District,231,24,4
TX,48,27960,Lometa Independent School District,"1,744",329,76
TX,48,27990,London Independent School District,"1,623",412,24
TX,48,28020,Lone Oak Independent School District,"5,178",997,104
TX,48,28110,Longview Independent School District,"57,571","9,780","2,528"
TX,48,28140,Loop Independent School District,527,127,26
TX,48,28170,Loraine Independent School District,872,192,24
TX,48,28200,Lorena Independent School District,"8,033","1,752",130
TX,48,28230,Lorenzo Independent School District,"1,468",288,78
TX,48,28290,Los Fresnos Consolidated Independent School District,"43,032","9,892","2,502"
TX,48,28350,Louise Independent School District,"2,440",455,77
TX,48,28380,Lovejoy Independent School District,"17,479","4,068",90
TX,48,28410,Lovelady Independent School District,"5,242",495,83
TX,48,28500,Lubbock Independent School District,"211,108","33,462","6,427"
TX,48,15180,Lubbock-Cooper Independent School District,"25,222","5,068",376
TX,48,28530,Lueders-Avoca Independent School District,775,111,22
TX,48,28550,Lufkin Independent School District,"46,274","8,447","2,194"
TX,48,28590,Luling Independent School District,"8,856","1,408",320
TX,48,13530,Lumberton Independent School District,"20,926","4,047",378
TX,48,28620,Lyford Consolidated Independent School District,"6,066","1,264",405
TX,48,28650,Lytle Independent School District,"7,976","1,647",351
TX,48,28680,Mabank Independent School District,"21,743","3,537",732
TX,48,28710,Madisonville Consolidated Independent School District,"14,366","2,290",515
TX,48,28740,Magnolia Independent School District,"73,823","15,678","1,650"
TX,48,28780,Malakoff Independent School District,"10,088","1,214",275
TX,48,28800,Malone Independent School District,571,81,16
TX,48,28830,Malta Independent School District,630,92,7
TX,48,28890,Manor Independent School District,"45,647","8,424","1,059"
TX,48,28920,Mansfield Independent School District,"164,945","37,947","3,894"
TX,48,28980,Marathon Independent School District,535,65,6
TX,48,29010,Marble Falls Independent School District,"27,161","4,103",632
TX,48,29040,Marfa Independent School District,"2,230",299,67
TX,48,29100,Marion Independent School District,"9,054","1,542",146
TX,48,29130,Marlin Independent School District,"8,989","1,179",342
TX,48,29160,Marshall Independent School District,"33,905","5,987","1,429"
TX,48,29190,Mart Independent School District,"3,761",843,168
TX,48,29220,Martins Mill Independent School District,"2,328",491,68
TX,48,29250,Martinsville Independent School District,"1,184",264,65
TX,48,29280,Mason Independent School District,"4,464",698,131
TX,48,29370,Matagorda Independent School District,"1,035",105,15
TX,48,29400,Mathis Independent School District,"9,254","1,640",566
TX,48,29460,Maud Independent School District,"2,274",433,67
TX,48,29520,May Independent School District,"2,121",268,43
TX,48,29580,Maypearl Independent School District,"5,911","1,266",65
TX,48,29670,McAllen Independent School District,"134,764","27,751","7,687"
TX,48,29700,McCamey Independent School District,"2,432",526,96
TX,48,29760,McDade Independent School District,"1,903",324,98
TX,48,29820,McGregor Independent School District,"6,565","1,290",211
TX,48,29850,McKinney Independent School District,"152,404","32,182","2,268"
TX,48,29880,McLean Independent School District,"1,129",201,52
TX,48,29910,McLeod Independent School District,845,169,34
TX,48,29940,McMullen County Independent School District,721,104,13
TX,48,30000,Meadow Independent School District,888,219,47
TX,48,30030,Medina Independent School District,"2,446",351,72
TX,48,30060,Medina Valley Independent School District,"21,887","3,671",485
TX,48,30120,Melissa Independent School District,"8,715","1,879",73
TX,48,30180,Memphis Independent School District,"2,512",438,146
TX,48,30210,Menard Independent School District,"2,060",299,97
TX,48,30250,Mercedes Independent School District,"23,321","5,749","1,983"
TX,48,30300,Meridian Independent School District,"2,647",446,76
TX,48,30340,Merkel Independent School District,"6,691","1,261",234
TX,48,30390,Mesquite Independent School District,"187,037","39,668","7,835"
TX,48,30420,Mexia Independent School District,"11,499","1,987",401
TX,48,30450,Meyersville Independent School District,"1,210",220,39
TX,48,30480,Miami Independent School District,739,132,12
TX,48,30570,Midland Independent School District,"168,465","33,838","3,862"
TX,48,30600,Midlothian Independent School District,"41,771","9,062",439
TX,48,30640,Midway Independent School District,"44,391","8,022",648
TX,48,30660,Midway Independent School District,763,88,15
TX,48,30690,Milano Independent School District,"1,821",312,44
TX,48,30720,Mildred Independent School District,"2,999",578,63
TX,48,30750,Miles Independent School District,"1,753",328,50
TX,48,30780,Milford Independent School District,"1,576",308,41
TX,48,30810,Miller Grove Independent School District,"1,487",255,32
TX,48,30870,Millsap Independent School District,"4,961",806,94
TX,48,30930,Mineola Independent School District,"10,278","1,602",371
TX,48,30950,Mineral Wells Independent School District,"20,364","3,639",793
TX,48,31040,Mission Consolidated Independent School District,"69,367","15,643","5,010"
TX,48,31170,Monahans-Wickett-Pyote Independent School District,"11,007","2,334",312
TX,48,31200,Montague Independent School District,591,89,20
TX,48,31230,Monte Alto Independent School District,"3,822",984,350
TX,48,31260,Montgomery Independent School District,"50,197","8,991",660
TX,48,31290,Moody Independent School District,"4,972",895,147
TX,48,31320,Moran Independent School District,456,66,23
TX,48,31380,Morgan Independent School District,987,152,23
TX,48,31410,Morgan Mill Independent School District,"1,071",161,20
TX,48,31470,Morton Independent School District,"2,111",433,119
TX,48,31500,Motley County Independent School District,"1,190",175,46
TX,48,31560,Moulton Independent School District,"2,254",346,62
TX,48,31620,Mount Calm Independent School District,815,160,35
TX,48,31650,Mount Enterprise Independent School District,"1,796",256,57
TX,48,31760,Mount Pleasant Independent School District,"25,039","5,305","1,099"
TX,48,31770,Mount Vernon Independent School District,"9,320","1,611",282
TX,48,31860,Muenster Independent School District,"3,155",604,33
TX,48,31890,Muleshoe Independent School District,"6,412","1,356",301
TX,48,31920,Mullin Independent School District,911,162,30
TX,48,31950,Mumford Independent School District,211,34,7
TX,48,31970,Munday Consolidated Independent School District,"1,851",394,92
TX,48,32010,Murchison Independent School District,910,150,40
TX,48,32090,Nacogdoches Independent School District,"46,860","7,466","1,886"
TX,48,32130,Natalia Independent School District,"6,429","1,104",224
TX,48,32160,Navarro Independent School District,"9,098","1,799",144
TX,48,32190,Navasota Independent School District,"21,624","3,465",657
TX,48,32220,Nazareth Independent School District,677,148,11
TX,48,32250,Neches Independent School District,"1,427",259,54
TX,48,32280,Nederland Independent School District,"26,889","4,768",676
TX,48,32310,Needville Independent School District,"18,687","3,589",318
TX,48,32340,New Boston Independent School District,"7,714","1,336",276
TX,48,32370,New Braunfels Independent School District,"65,106","11,464",987
TX,48,32400,New Caney Independent School District,"68,765","12,957","1,810"
TX,48,32430,New Deal Independent School District,"4,007",818,179
TX,48,32460,New Diana Independent School District,"4,597",946,113
TX,48,32490,New Home Independent School District,808,144,14
TX,48,32610,New Summerfield Independent School District,"2,082",447,87
TX,48,32640,New Waverly Independent School District,"4,884",929,168
TX,48,32700,Newcastle Independent School District,984,188,45
TX,48,32730,Newton Independent School District,"7,069","1,053",273
TX,48,32740,Nixon-Smiley Consolidated Independent School District,"5,302","1,099",240
TX,48,32790,Nocona Independent School District,"4,732",871,178
TX,48,32880,Nordheim Independent School District,705,89,15
TX,48,32910,Normangee Independent School District,"3,514",502,95
TX,48,32940,North East Independent School District,"467,894","81,419","11,656"
TX,48,32970,North Hopkins Independent School District,"2,276",445,77
TX,48,33010,North Lamar Independent School District,"17,047","2,952",560
TX,48,33030,North Zulch Independent School District,"1,919",341,74
TX,48,33090,Northside Independent School District,240,39,9
TX,48,33120,Northside Independent School District,"609,951","110,967","15,303"
TX,48,33180,Northwest Independent School District,"96,077","19,671","1,067"
TX,48,33240,Nueces Canyon Consolidated Independent School District,"1,954",235,80
TX,48,33270,Nursery Independent School District,"1,626",271,59
TX,48,33390,O'Donnell Independent School District,"1,283",300,61
TX,48,33340,Oakwood Independent School District,"1,293",185,37
TX,48,33360,Odem-Edroy Independent School District,"5,062","1,061",200
TX,48,33420,Oglesby Independent School District,"1,145",168,26
TX,48,33570,Olfen Independent School District,109,23,4
TX,48,33630,Olney Independent School District,"4,111",695,138
TX,48,33660,Olton Independent School District,"2,908",607,145
TX,48,33690,Onalaska Independent School District,"8,115","1,044",256
TX,48,33720,Orange Grove Independent School District,"7,220","1,547",466
TX,48,33780,Orangefield Independent School District,"7,841","1,586",165
TX,48,33840,Ore City Independent School District,"4,865",885,234
TX,48,33870,Overton Independent School District,"3,432",574,97
TX,48,33900,Paducah Independent School District,"1,347",231,66
TX,48,33960,Paint Creek Independent School District,414,49,8
TX,48,33980,Paint Rock Independent School District,465,79,16
TX,48,34020,Palacios Independent School District,"6,873","1,388",295
TX,48,34050,Palestine Independent School District,"20,154","3,472",995
TX,48,34110,Palmer Independent School District,"6,999","1,426",140
TX,48,34140,Palo Pinto Independent School District,"1,114",123,19
TX,48,34170,Pampa Independent School District,"19,909","3,766",572
TX,48,34230,Panhandle Independent School District,"3,279",666,62
TX,48,00007,Panther Creek Consolidated Independent School District,"1,052",129,36
TX,48,34260,Paradise Independent School District,"5,822","1,134",113
TX,48,34290,Paris Independent School District,"22,196","3,753","1,282"
TX,48,34320,Pasadena Independent School District,"281,571","59,464","13,699"
TX,48,34380,Patton Springs Independent School District,318,41,12
TX,48,34410,Pawnee Independent School District,613,75,15
TX,48,34440,Pearland Independent School District,"112,773","23,521","1,384"
TX,48,34470,Pearsall Independent School District,"14,078","2,407",620
TX,48,34500,Peaster Independent School District,"5,673","1,214",97
TX,48,34550,Pecos-Barstow-Toyah Independent School District,"15,635","2,529",505
TX,48,34560,Penelope Independent School District,664,124,15
TX,48,34630,Perrin-Whitt Consolidated Independent School District,"2,320",453,53
TX,48,34650,Perryton Independent School District,"9,496","2,235",299
TX,48,34680,Petersburg Independent School District,"1,288",248,50
TX,48,34710,Petrolia Consolidated Independent School District,"2,973",455,65
TX,48,34770,Pettus Independent School District,"1,808",379,59
TX,48,34800,Pewitt Consolidated Independent School District,"5,586",923,176
TX,48,34830,Pflugerville Independent School District,"147,326","27,677","2,875"
TX,48,34860,Pharr-San Juan-Alamo Independent School District,"136,571","31,651","9,996"
TX,48,34920,Pilot Point Independent School District,"10,573","1,932",178
TX,48,34980,Pine Tree Independent School District,"25,424","5,021","1,196"
TX,48,35010,Pittsburg Independent School District,"13,496","2,544",583
TX,48,35040,Plains Independent School District,"2,244",556,88
TX,48,35070,Plainview Independent School District,"26,218","5,208","1,274"
TX,48,35100,Plano Independent School District,"443,724","75,890","4,837"
TX,48,35130,Pleasant Grove Independent School District,"11,455","2,218",192
TX,48,35190,Pleasanton Independent School District,"19,784","3,745",692
TX,48,41580,Plemons-Stinnett-Phillips Consolidated Independent School District,"2,488",456,51
TX,48,35250,Point Isabel Independent School District,"16,351","2,514",824
TX,48,35310,Ponder Independent School District,"7,523","1,479",109
TX,48,35340,Poolville Independent School District,"3,762",680,92
TX,48,35370,Port Aransas Independent School District,"3,827",483,45
TX,48,35400,Port Arthur Independent School District,"52,332","10,040","3,204"
TX,48,35430,Port Neches-Groves Independent School District,"25,764","4,554",551
TX,48,35490,Post Independent School District,"6,015",739,153
TX,48,35520,Poteet Independent School District,"9,721","1,929",396
TX,48,35550,Poth Independent School District,"4,555",811,48
TX,48,35580,Pottsboro Independent School District,"9,522","1,401",190
TX,48,35700,Prairie Lea Independent School District,"1,531",255,33
TX,48,35730,Prairie Valley Independent School District,702,115,16
TX,48,35740,Prairiland Independent School District,"5,898","1,033",172
TX,48,35760,Premont Independent School District,"3,587",689,209
TX,48,35800,Presidio Independent School District,"4,278",967,372
TX,48,35820,Priddy Independent School District,399,48,8
TX,48,35850,Princeton Independent School District,"19,966","3,894",378
TX,48,35890,Pringle-Morse Consolidated Independent School District,379,80,19
TX,48,35910,Progreso Independent School District,"8,561","2,105",575
TX,48,36000,Prosper Independent School District,"21,884","5,015",121
TX,48,36180,Quanah Independent School District,"3,071",499,111
TX,48,36210,Queen City Independent School District,"5,087",836,190
TX,48,36240,Quinlan Independent School District,"20,398","3,335",549
TX,48,36300,Quitman Independent School District,"8,711","1,225",230
TX,48,36360,Rains Independent School District,"12,145","1,832",338
TX,48,36390,Ralls Independent School District,"2,143",449,117
TX,48,36420,Ramirez Common School District,318,49,16
TX,48,36450,Randolph Field Independent School District,"1,467",438,34
TX,48,36480,Ranger Independent School District,"3,014",467,140
TX,48,36510,Rankin Independent School District,"1,191",259,27
TX,48,36540,Raymondville Independent School District,"13,022","1,988",692
TX,48,36570,Reagan County Independent School District,"3,833",819,83
TX,48,36630,Red Lick Independent School District,"2,585",510,32
TX,48,36660,Red Oak Independent School District,"32,618","6,667",660
TX,48,36750,Redwater Independent School District,"5,101","1,025",161
TX,48,36780,Refugio Independent School District,"3,677",635,156
TX,48,36930,Ricardo Independent School District,"3,638",803,170
TX,48,36970,Rice Consolidated Independent School District,"7,083","1,359",285
TX,48,36960,Rice Independent School District,"3,124",739,160
TX,48,36990,Richards Independent School District,"1,814",268,38
TX,48,37020,Richardson Independent School District,"240,922","39,279","6,155"
TX,48,37080,Richland Springs Independent School District,929,152,27
TX,48,37110,Riesel Independent School District,"2,484",485,66
TX,48,37140,Rio Grande City Consolidated Independent School District,"38,353","9,044","2,937"
TX,48,37170,Rio Hondo Independent School District,"10,261","2,281",611
TX,48,37200,Rio Vista Independent School District,"4,786",921,113
TX,48,37230,Rising Star Independent School District,"1,384",217,46
TX,48,37260,River Road Independent School District,"6,733","1,314",225
TX,48,42120,Rivercrest Independent School District,"3,631",564,131
TX,48,37320,Riviera Independent School District,"1,497",256,40
TX,48,37380,Robert Lee Independent School District,"1,638",220,39
TX,48,37410,Robinson Independent School District,"11,596","2,284",295
TX,48,37440,Robstown Independent School District,"16,486","3,341","1,212"
TX,48,37470,Roby Consolidated Independent School District,"1,363",240,38
TX,48,37500,Rochelle Independent School District,842,123,23
TX,48,37590,Rockdale Independent School District,"9,020","1,677",357
TX,48,00003,Rocksprings Independent School District,"1,571",280,84
TX,48,37650,Rockwall Independent School District,"88,827","18,155","1,074"
TX,48,37710,Rogers Independent School District,"4,622",912,137
TX,48,37740,Roma Independent School District,"24,832","5,779","2,165"
TX,48,37800,Roosevelt Independent School District,"6,193","1,258",187
TX,48,37830,Ropes Independent School District,"1,239",254,36
TX,48,37860,Roscoe Collegiate Independent School District,"1,812",337,51
TX,48,37900,Rosebud-Lott Independent School District,"4,795",823,169
